"Country","Year","Population","LifeExpectancy","Fertility","Income","Geographic.Region","Geographic.Region.ID"
"Albania",1966,1922993,66.122,5.483,2660.0748365416,"Europe & Central Asia","AL"
"Albania",1980,2671300,70.218,3.678,3591.7556033401,"Europe & Central Asia","AL"
"Albania",1981,2725029,70.426,3.562,3611.025540048,"Europe & Central Asia","AL"
"Albania",1998,3079037,73.235,2.543,3584.7731966688,"Europe & Central Asia","AL"
"Albania",2012,3227373,77.185,1.76,6969.3062825646,"Europe & Central Asia","AL"
"Albania",1993,3224901,71.813,2.819,2716.6461928032,"Europe & Central Asia","AL"
"Albania",1967,1976140,66.316,5.376,2760.1969305543,"Europe & Central Asia","AL"
"Albania",1963,1764593,64.926,5.833,2391.7796160113,"Europe & Central Asia","AL"
"Albania",1986,3033393,71.615,3.177,3715.5497057281,"Europe & Central Asia","AL"
"Albania",1978,2562121,69.753,3.947,3549.2649466448,"Europe & Central Asia","AL"
"Albania",2000,3071856,74.2,2.383,4195.2103676377,"Europe & Central Asia","AL"
"Albania",2008,3181397,76.433,1.761,6365.5303593645,"Europe & Central Asia","AL"
"Albania",1965,1869942,65.863,5.594,2563.9455735187,"Europe & Central Asia","AL"
"Albania",1962,1712563,64.202,5.956,2312.8889577406,"Europe & Central Asia","AL"
"Albania",2001,3077378,74.664,2.291,4476.0451660371,"Europe & Central Asia","AL"
"Albania",1968,2029314,66.5,5.268,2859.8120127713,"Europe & Central Asia","AL"
"Albania",1990,3289483,71.842,2.97,3824.8479947455,"Europe & Central Asia","AL"
"Albania",1973,2294578,67.966,4.677,3478.4591692996,"Europe & Central Asia","AL"
"Albania",1969,2082474,66.702,5.16,2956.937360083,"Europe & Central Asia","AL"
"Albania",1975,2400801,68.748,4.393,3503.5917417234,"Europe & Central Asia","AL"
"Albania",1991,3291695,71.799,2.917,2717.5682897861,"Europe & Central Asia","AL"
"Albania",2010,3204284,76.78,1.741,6746.445312271,"Europe & Central Asia","AL"
"Albania",1988,3194854,71.853,3.075,3762.6065444742,"Europe & Central Asia","AL"
"Albania",1970,2135599,66.948,5.05,3066.0229334948,"Europe & Central Asia","AL"
"Albania",1995,3141102,72.117,2.723,3285.5347348708,"Europe & Central Asia","AL"
"Albania",2011,3215988,76.979,1.748,6914.2673165318,"Europe & Central Asia","AL"
"Albania",1971,2188650,67.251,4.933,3188.5772807417,"Europe & Central Asia","AL"
"Albania",2005,3141800,75.949,1.919,5369,"Europe & Central Asia","AL"
"Albania",1996,3112597,72.415,2.67,3569.5945062241,"Europe & Central Asia","AL"
"Albania",1976,2454255,69.121,4.244,3517.6156270154,"Europe & Central Asia","AL"
"Albania",1989,3255859,71.87,3.023,3790.9817010108,"Europe & Central Asia","AL"
"Albania",1994,3179442,71.92,2.772,2918.8166978097,"Europe & Central Asia","AL"
"Albania",1984,2891004,71.144,3.297,3672.8675387232,"Europe & Central Asia","AL"
"Albania",1979,2616530,70.001,3.807,3566.5688103305,"Europe & Central Asia","AL"
"Albania",1985,2957390,71.398,3.233,3692.0896308238,"Europe & Central Asia","AL"
"Albania",2004,3124861,75.725,2.004,5115.2528373732,"Europe & Central Asia","AL"
"Albania",2013,3238316,77.392,1.771,7059.456492575,"Europe & Central Asia","AL"
"Algeria",1997,29242917,68.35,2.987,4797.2950508115,"Middle East & North Africa","DZ"
"Algeria",2013,36983924,71,2.795,6534.7326147932,"Middle East & North Africa","DZ"
"Algeria",1968,12945462,49.592,7.657,3519.7941160682,"Middle East & North Africa","DZ"
"Algeria",2002,31441848,69.33,2.407,5288.0403818277,"Middle East & North Africa","DZ"
"Algeria",1978,17624756,55.697,7.138,5373.1662882663,"Middle East & North Africa","DZ"
"Algeria",1977,17068212,54.605,7.244,4910.4167564913,"Middle East & North Africa","DZ"
"Algeria",2006,33391954,70.02,2.58,6022.2709403693,"Middle East & North Africa","DZ"
"Algeria",2012,36485828,70.874,2.82,6419.1278293937,"Middle East & North Africa","DZ"
"Algeria",1996,28786855,68.123,3.207,4824.2124752776,"Middle East & North Africa","DZ"
"Algeria",1967,12572629,49.205,7.658,3246.9917712087,"Middle East & North Africa","DZ"
"Algeria",1987,23398470,65.554,5.508,5681.3585392234,"Middle East & North Africa","DZ"
"Algeria",2003,31913462,69.508,2.412,5576.8515641015,"Middle East & North Africa","DZ"
"Algeria",2010,35468208,70.615,2.817,6300.6482136053,"Middle East & North Africa","DZ"
"Algeria",1992,26557969,67.265,4.238,5023.2166474204,"Middle East & North Africa","DZ"
"Algeria",1974,15524137,52.213,7.492,4320.9593075318,"Middle East & North Africa","DZ"
"Algeria",2011,35980193,70.747,2.829,6354.6405228231,"Middle East & North Africa","DZ"
"Algeria",1965,11923002,48.389,7.655,3327.9912204064,"Middle East & North Africa","DZ"
"Algeria",1993,27169903,67.468,3.971,4800.3171165056,"Middle East & North Africa","DZ"
"Algeria",2008,34428028,70.332,2.725,6162.719839825,"Middle East & North Africa","DZ"
"Algeria",1970,13746185,50.366,7.641,4003.5735900379,"Middle East & North Africa","DZ"
"Algeria",1986,22753511,64.911,5.747,5876.0480951628,"Middle East & North Africa","DZ"
"Algeria",1981,19442423,59.524,6.741,5573.3795907794,"Middle East & North Africa","DZ"
"Algeria",1989,24668100,66.479,5.014,5457.745568792,"Middle East & North Africa","DZ"
"Algeria",1998,29673694,68.565,2.794,4965.2283609132,"Middle East & North Africa","DZ"
"Algeria",1983,20762767,62.051,6.392,5853.6562182281,"Middle East & North Africa","DZ"
"Algeria",1994,27751086,67.674,3.705,4652.8411532099,"Middle East & North Africa","DZ"
"Algeria",1966,12229853,48.806,7.657,3070.7533920716,"Middle East & North Africa","DZ"
"Algeria",1984,21433070,63.16,6.192,5986.5420377755,"Middle East & North Africa","DZ"
"Algeria",1980,18811199,58.198,6.889,5610.1963048226,"Middle East & North Africa","DZ"
"Algeria",1979,18205468,56.907,7.021,5682.0337082876,"Middle East & North Africa","DZ"
"Algeria",2001,30982214,69.149,2.439,5156.4474049993,"Middle East & North Africa","DZ"
"Algeria",1962,11209845,47.051,7.65,2550.8168798284,"Middle East & North Africa","DZ"
"Algeria",1976,16533323,53.656,7.339,4642.6234106253,"Middle East & North Africa","DZ"
"Algeria",2004,32396048,69.682,2.448,5790.967692409,"Middle East & North Africa","DZ"
"Algeria",2009,34950168,70.477,2.781,6173.7297410961,"Middle East & North Africa","DZ"
"Algeria",1971,14165889,50.767,7.622,3559.3499088039,"Middle East & North Africa","DZ"
"Algeria",1975,16018195,52.861,7.422,4489.0349856723,"Middle East & North Africa","DZ"
"Algeria",1964,11654905,47.953,7.653,3214.4366087097,"Middle East & North Africa","DZ"
"Algeria",1982,20095648,60.826,6.576,5745.1602129376,"Middle East & North Africa","DZ"
"Algeria",2005,32888449,69.854,2.507,6011,"Middle East & North Africa","DZ"
"Algeria",1999,30099010,68.769,2.634,5048.6155656488,"Middle East & North Africa","DZ"
"Algeria",1991,25930560,67.049,4.503,5061.3034639138,"Middle East & North Africa","DZ"
"Algeria",1963,11420845,47.505,7.652,3146.5786303705,"Middle East & North Africa","DZ"
"Algeria",2000,30533827,68.963,2.514,5098.8535643408,"Middle East & North Africa","DZ"
"Algeria",1990,25299182,66.796,4.761,5244.5096121211,"Middle East & North Africa","DZ"
"Algeria",1995,28291591,67.893,3.449,4732.4330002575,"Middle East & North Africa","DZ"
"Algeria",2007,33906605,70.18,2.656,6133.7827627431,"Middle East & North Africa","DZ"
"Algeria",1969,13338918,49.976,7.652,3747.7445276178,"Middle East & North Africa","DZ"
"Algeria",1988,24035237,66.072,5.263,5415.9862639545,"Middle East & North Africa","DZ"
"Algeria",1985,22098298,64.12,5.976,6107.1810131077,"Middle East & North Africa","DZ"
"Algeria",1972,14600659,51.195,7.591,4182.6637656934,"Middle East & North Africa","DZ"
"Algeria",1973,15052371,51.67,7.548,4194.6033494511,"Middle East & North Africa","DZ"
"Angola",1998,13138265,43.742,6.913,2384.4792585215,"Sub-Saharan Africa","AO"
"Angola",2012,20162517,51.498,5.979,5838.155375825,"Sub-Saharan Africa","AO"
"Angola",2006,17010366,49.041,6.598,4148.0024504753,"Sub-Saharan Africa","AO"
"Angola",1967,5617242,35.816,7.403,5522.7763745902,"Sub-Saharan Africa","AO"
"Angola",2013,20714494,51.899,5.863,6018.4089481768,"Sub-Saharan Africa","AO"
"Angola",1996,12452725,42.526,6.984,2157.3520972409,"Sub-Saharan Africa","AO"
"Angola",1981,7903368,40.311,7.201,2953.4067259054,"Sub-Saharan Africa","AO"
"Angola",1992,11002910,41.329,7.116,2627.8456849861,"Sub-Saharan Africa","AO"
"Angola",2002,14890474,46.743,6.778,2773.2873117382,"Sub-Saharan Africa","AO"
"Angola",1965,5431135,35.007,7.43,5102.210213568,"Sub-Saharan Africa","AO"
"Angola",2003,15419943,47.425,6.743,2785.3939569384,"Sub-Saharan Africa","AO"
"Angola",1976,6808850,39.324,7.186,3050.3158255826,"Sub-Saharan Africa","AO"
"Angola",1987,9562796,40.988,7.202,2430.2083113316,"Sub-Saharan Africa","AO"
"Angola",1977,6989988,39.605,7.189,3008.6473549265,"Sub-Saharan Africa","AO"
"Angola",2010,19081912,50.689,6.218,5497.6181033348,"Sub-Saharan Africa","AO"
"Angola",2009,18555115,50.286,6.331,5475.9458939222,"Sub-Saharan Africa","AO"
"Angola",1974,6474796,38.635,7.192,5470.2120379197,"Sub-Saharan Africa","AO"
"Angola",1994,11742960,41.736,7.054,1851.4462695635,"Sub-Saharan Africa","AO"
"Angola",1963,5242084,34.203,7.41,4413.5963993109,"Sub-Saharan Africa","AO"
"Angola",1978,7185188,39.84,7.194,3070.8164899394,"Sub-Saharan Africa","AO"
"Angola",1962,5147083,33.801,7.385,4269.2767418841,"Sub-Saharan Africa","AO"
"Angola",2011,19618432,51.094,6.099,5546.6465720317,"Sub-Saharan Africa","AO"
"Angola",1969,5815282,36.627,7.339,5408.1193963917,"Sub-Saharan Africa","AO"
"Angola",2001,14388244,46.004,6.811,2479.690228683,"Sub-Saharan Africa","AO"
"Angola",1970,5926333,37.032,7.301,5651.8828670273,"Sub-Saharan Africa","AO"
"Angola",1968,5713156,36.222,7.375,5346.627499331,"Sub-Saharan Africa","AO"
"Angola",1964,5337063,34.604,7.425,4826.4881130166,"Sub-Saharan Africa","AO"
"Angola",1999,13511575,44.468,6.878,2417.1810213746,"Sub-Saharan Africa","AO"
"Angola",1988,9799680,41.05,7.194,2728.5299017948,"Sub-Saharan Africa","AO"
"Angola",2007,17525367,49.471,6.523,4950.17855339,"Sub-Saharan Africa","AO"
"Angola",1980,7638420,40.182,7.2,3074.7455426808,"Sub-Saharan Africa","AO"
"Angola",1975,6637419,38.998,7.185,3430.8487218887,"Sub-Saharan Africa","AO"
"Angola",2008,18037964,49.882,6.434,5488.4577478058,"Sub-Saharan Africa","AO"
"Angola",1972,6179685,37.846,7.232,5473.2880049446,"Sub-Saharan Africa","AO"
"Angola",1986,9322550,40.902,7.206,2220.6053324004,"Sub-Saharan Africa","AO"
"Angola",1990,10335052,41.151,7.165,2777.417630548,"Sub-Saharan Africa","AO"
"Angola",1971,6047736,37.439,7.264,5526.2113959759,"Sub-Saharan Africa","AO"
"Angola",2000,13926373,45.234,6.844,2446.645873117,"Sub-Saharan Africa","AO"
"Angola",1993,11371750,41.495,7.087,1869.9237530938,"Sub-Saharan Africa","AO"
"Angola",1989,10052567,41.1,7.182,2730.5588842736,"Sub-Saharan Africa","AO"
"Angola",1982,8191774,40.429,7.203,2756.9536718644,"Sub-Saharan Africa","AO"
"Angola",1995,12105105,42.073,7.019,1989.0246814938,"Sub-Saharan Africa","AO"
"Angola",2005,16489021,48.572,6.657,3533,"Sub-Saharan Africa","AO"
"Angola",1985,9065562,40.794,7.208,2492.8321322462,"Sub-Saharan Africa","AO"
"Angola",1966,5524090,35.41,7.422,5308.1361809455,"Sub-Saharan Africa","AO"
"Angola",1984,8786652,40.671,7.207,2527.4679140166,"Sub-Saharan Africa","AO"
"Angola",1983,8491682,40.547,7.205,2584.5570455034,"Sub-Saharan Africa","AO"
"Angola",2004,15957460,48.036,6.704,3007.1145952488,"Sub-Saharan Africa","AO"
"Angola",1973,6322194,38.247,7.208,5722.0237262861,"Sub-Saharan Africa","AO"
"Angola",1979,7400231,40.029,7.197,3064.887940354,"Sub-Saharan Africa","AO"
"Angola",1997,12792237,43.088,6.949,2277.1408840101,"Sub-Saharan Africa","AO"
"Angola",1991,10653515,41.221,7.143,2730.8542376652,"Sub-Saharan Africa","AO"
"Antigua and Barbuda",2013,91404,75.954,2.089,13949.8083817899,"America","AG"
"Antigua and Barbuda",2012,90510,75.783,2.102,13722.9861632911,"America","AG"
"Antigua and Barbuda",2008,86881,75.087,2.164,17226.5807026447,"America","AG"
"Antigua and Barbuda",1999,75985,73.329,2.316,12826.309853315,"America","AG"
"Antigua and Barbuda",1997,72322,72.888,2.281,12387.2807220904,"America","AG"
"Antigua and Barbuda",1995,68642,72.441,2.208,11650.3560907605,"America","AG"
"Antigua and Barbuda",1982,68803,69.408,2.096,5973.2205671906,"America","AG"
"Antigua and Barbuda",1984,66701,69.931,2.098,7024.1114074493,"America","AG"
"Antigua and Barbuda",2007,85935,74.91,2.183,17161.6862603199,"America","AG"
"Antigua and Barbuda",1986,64539,70.435,2.082,8513.7436975692,"America","AG"
"Antigua and Barbuda",1988,62669,70.907,2.062,10425.22689775,"America","AG"
"Antigua and Barbuda",2001,79165,73.755,2.305,12770.7392517543,"America","AG"
"Antigua and Barbuda",1980,70228,68.873,2.115,5532.0314351371,"America","AG"
"Antigua and Barbuda",1990,62202,71.351,2.061,11573.5614366675,"America","AG"
"Antigua and Barbuda",1971,66554,66.232,3.517,4138.4695945117,"America","AG"
"Antigua and Barbuda",1983,67792,69.671,2.098,6453.0880792411,"America","AG"
"Antigua and Barbuda",2000,77656,73.544,2.316,12738.744630553,"America","AG"
"Antigua and Barbuda",1992,63802,71.783,2.096,11677.3536134108,"America","AG"
"Antigua and Barbuda",1975,69420,67.479,2.701,4382.0664461064,"America","AG"
"Antigua and Barbuda",1998,74190,73.11,2.304,12613.1599338411,"America","AG"
"Antigua and Barbuda",1993,65238,72,2.128,12036.981411064,"America","AG"
"Antigua and Barbuda",1970,65587,65.898,3.684,3948.9384411662,"America","AG"
"Antigua and Barbuda",1972,67419,66.558,3.328,4333.744532945,"America","AG"
"Antigua and Barbuda",2002,80507,73.96,2.288,12874.342594994,"America","AG"
"Antigua and Barbuda",1977,70301,68.051,2.358,4319.5939710715,"America","AG"
"Antigua and Barbuda",1987,63510,70.675,2.07,9474.1376888754,"America","AG"
"Antigua and Barbuda",1996,70450,72.664,2.248,12104.5205108189,"America","AG"
"Antigua and Barbuda",1979,70525,68.602,2.159,5105.6903919497,"America","AG"
"Antigua and Barbuda",1991,62754,71.568,2.073,11751.6022621023,"America","AG"
"Antigua and Barbuda",1989,62192,71.132,2.058,11211.4388645536,"America","AG"
"Antigua and Barbuda",2006,84952,74.729,2.203,16223.3891232461,"America","AG"
"Antigua and Barbuda",2011,89612,75.61,2.115,13508.8026074498,"America","AG"
"Antigua and Barbuda",1978,70533,68.328,2.239,4535.0359961155,"America","AG"
"Antigua and Barbuda",2009,87802,75.263,2.146,15219.4999772147,"America","AG"
"Antigua and Barbuda",1985,65614,70.186,2.092,7693.9238482063,"America","AG"
"Antigua and Barbuda",1981,69639,69.141,2.098,5882.2246602601,"America","AG"
"Antigua and Barbuda",1976,69910,67.768,2.514,3991.8049878454,"America","AG"
"Antigua and Barbuda",2004,82838,74.355,2.246,14114.0915016707,"America","AG"
"Antigua and Barbuda",1994,66895,72.219,2.166,12477.5486885785,"America","AG"
"Antigua and Barbuda",2003,81716,74.16,2.268,13346.2816401663,"America","AG"
"Antigua and Barbuda",1973,68182,66.875,3.122,4597.8300450111,"America","AG"
"Antigua and Barbuda",1974,68848,67.181,2.908,4676.1148047489,"America","AG"
"Antigua and Barbuda",2005,83916,74.544,2.224,14579,"America","AG"
"Antigua and Barbuda",2010,88710,75.437,2.13,13921.5162201654,"America","AG"
"Argentina",2009,40062470,75.592,2.228,13420.7892520474,"America","AR"
"Argentina",1982,29001060,70.004,3.213,8997.89741169,"America","AR"
"Argentina",2012,41118986,76.128,2.188,15714.1031814398,"America","AR"
"Argentina",1994,34420352,72.489,2.827,10206.9017811266,"America","AR"
"Argentina",1998,36134642,73.39,2.596,11272.7487327597,"America","AR"
"Argentina",1964,21966478,65.388,3.068,7452.885451371,"America","AR"
"Argentina",2003,38001251,74.444,2.34,9481.3722618169,"America","AR"
"Argentina",1967,22944941,65.759,3.048,8052.9530207733,"America","AR"
"Argentina",1987,31269799,70.972,3.056,9139.6713890662,"America","AR"
"Argentina",1986,30810984,70.798,3.073,9026.8557459277,"America","AR"
"Argentina",1971,24376109,66.74,3.104,9408.1912211768,"America","AR"
"Argentina",1995,34855160,72.719,2.774,9807.7886072792,"America","AR"
"Argentina",1980,28131040,69.464,3.325,10126.5013102792,"America","AR"
"Argentina",1981,28561561,69.746,3.27,9421.9428855059,"America","AR"
"Argentina",1976,26492716,68.248,3.366,9611.9205586029,"America","AR"
"Argentina",1999,36541029,73.608,2.535,10771.0783043587,"America","AR"
"Argentina",1977,26899177,68.549,3.391,10079.0267419146,"America","AR"
"Argentina",2005,38681174,74.843,2.286,11063,"America","AR"
"Argentina",1978,27303001,68.856,3.391,9602.7145092476,"America","AR"
"Argentina",1997,35714929,73.169,2.657,10967.2819490779,"America","AR"
"Argentina",2006,39023850,75.036,2.268,11865.5822961869,"America","AR"
"Argentina",1992,33540023,72.024,2.918,9308.4187095178,"America","AR"
"Argentina",1979,27711808,69.164,3.368,10124.8564735685,"America","AR"
"Argentina",1962,21297317,65.234,3.089,7133.166022817,"America","AR"
"Argentina",1969,23616971,66.184,3.056,8870.8939608691,"America","AR"
"Argentina",1993,33982035,72.257,2.875,9742.0774363595,"America","AR"
"Argentina",1968,23273148,65.953,3.049,8284.3912284545,"America","AR"
"Argentina",2001,37302116,74.033,2.424,9992.7105388766,"America","AR"
"Argentina",1970,23983358,66.449,3.073,9212.3029096454,"America","AR"
"Argentina",2007,39368066,75.225,2.254,12748.363622324,"America","AR"
"Argentina",1990,32642442,71.566,2.989,7846.6125186384,"America","AR"
"Argentina",1974,25654154,67.652,3.264,9989.8101148589,"America","AR"
"Argentina",2010,40412376,75.772,2.215,14486.6366041662,"America","AR"
"Argentina",2011,40764561,75.95,2.201,15595.3871950939,"America","AR"
"Argentina",1975,26078731,67.95,3.321,9766.3840456491,"America","AR"
"Argentina",2013,41473982,76.305,2.175,15969.4272213767,"America","AR"
"Argentina",1965,22296628,65.481,3.058,8022.442672174,"America","AR"
"Argentina",1983,29447973,70.235,3.163,9238.6053121674,"America","AR"
"Argentina",2008,39714298,75.41,2.241,13457.9487462775,"America","AR"
"Argentina",2002,37657340,74.24,2.379,8797.6407157613,"America","AR"
"Argentina",1989,32187173,71.353,3.016,8107.7154058994,"America","AR"
"Argentina",1984,29899743,70.439,3.123,9301.5523594869,"America","AR"
"Argentina",1966,22622012,65.603,3.051,7955.9741820397,"America","AR"
"Argentina",2000,36930709,73.822,2.477,10571.3636241672,"America","AR"
"Argentina",1996,35287113,72.945,2.717,10245.3828121227,"America","AR"
"Argentina",1985,30354240,70.624,3.093,8525.606138932,"America","AR"
"Argentina",1973,25222223,67.349,3.203,9633.4994693916,"America","AR"
"Argentina",1963,21633126,65.311,3.078,6852.5363410599,"America","AR"
"Argentina",1972,24791983,67.044,3.148,9443.0385256509,"America","AR"
"Argentina",1988,31729130,71.156,3.037,8845.5914435676,"America","AR"
"Argentina",2004,38340778,74.645,2.31,10232.0968456729,"America","AR"
"Argentina",1991,33093579,71.791,2.956,8575.8749055835,"America","AR"
"Armenia",1987,3457054,68.731,2.549,2905.1701549044,"Europe & Central Asia","AM"
"Armenia",1964,2138133,67.714,4.161,2087.1869950718,"Europe & Central Asia","AM"
"Armenia",1982,3192877,70.775,2.381,2848.830899798,"Europe & Central Asia","AM"
"Armenia",2003,3060554,72.836,1.4,3078.9017307022,"Europe & Central Asia","AM"
"Armenia",1990,3544695,67.877,2.538,2809.0726199352,"Europe & Central Asia","AM"
"Armenia",1976,2882831,70.782,2.646,2917.316435071,"Europe & Central Asia","AM"
"Armenia",1993,3370373,68.199,2.295,1375.7232539676,"Europe & Central Asia","AM"
"Armenia",2013,3117722,74.561,1.74,5224.3849002864,"Europe & Central Asia","AM"
"Armenia",2008,3079087,74.07,1.4,5346.9806575419,"Europe & Central Asia","AM"
"Armenia",1968,2394635,69.425,3.447,2445.955987729,"Europe & Central Asia","AM"
"Armenia",2002,3061067,72.43,1.2,2692.3040388961,"Europe & Central Asia","AM"
"Armenia",1979,3044564,70.896,2.421,2893.3052445594,"Europe & Central Asia","AM"
"Armenia",2011,3100236,74.381,1.5,4767.3942840804,"Europe & Central Asia","AM"
"Armenia",1977,2938181,70.797,2.555,2934.3447383293,"Europe & Central Asia","AM"
"Armenia",2006,3069844,73.73,1.3,4413.1802502258,"Europe & Central Asia","AM"
"Armenia",2012,3108972,74.469,1.739,5059.0879636443,"Europe & Central Asia","AM"
"Armenia",2001,3065810,71.981,1.2,2328.4597728898,"Europe & Central Asia","AM"
"Armenia",1980,3096298,70.936,2.385,2849.0425337408,"Europe & Central Asia","AM"
"Armenia",1992,3449940,67.979,2.399,1442.9377958078,"Europe & Central Asia","AM"
"Armenia",1966,2269475,68.587,3.788,2258.7242185806,"Europe & Central Asia","AM"
"Armenia",2005,3065954,73.491,1.4,3903,"Europe & Central Asia","AM"
"Armenia",1999,3090624,70.971,1.4,1992.959495286,"Europe & Central Asia","AM"
"Armenia",1969,2456370,69.808,3.314,2456.9580127475,"Europe & Central Asia","AM"
"Armenia",2009,3084979,74.191,1.6,4544.9387743842,"Europe & Central Asia","AM"
"Armenia",1986,3396511,69.204,2.519,2917.3361547684,"Europe & Central Asia","AM"
"Armenia",1974,2766495,70.774,2.846,2879.5239947472,"Europe & Central Asia","AM"
"Armenia",1972,2643464,70.604,3.032,2653.3134008128,"Europe & Central Asia","AM"
"Armenia",2004,3062612,73.192,1.4,3413.9083372128,"Europe & Central Asia","AM"
"Armenia",1963,2070427,67.275,4.317,1873.8547708716,"Europe & Central Asia","AM"
